config_id,w_role_message,w_framework_construct,w_prompt_var_name,w_yaml_key,w_md_heading,w_structural_corroboration,w_linguistic_phrase,w_length_multiline,w_template_placeholder,w_few_shot_markers
628,43,97,39,73,88,58,59,83,25,50
629,92,45,73,86,66,45,63,99,74,50
630,34,18,98,90,17,67,47,46,55,9
631,84,52,14,21,36,48,74,21,29,22
632,6,44,71,14,57,21,54,22,35,91
633,3,43,58,19,78,62,94,83,26,18
634,45,20,75,100,97,75,42,38,1,53
635,38,6,53,54,50,54,83,81,16,78
636,36,51,59,63,40,87,17,75,61,55
637,54,3,55,6,0,18,34,52,87,66
638,59,73,37,95,3,54,38,44,10,92
639,94,8,10,35,6,40,97,53,46,34
640,27,14,33,11,98,2,71,50,69,60
641,49,88,83,36,97,57,42,75,55,82
642,56,27,10,29,71,58,16,5,74,96
643,99,79,14,40,46,2,59,88,35,71
644,60,21,58,53,87,72,97,37,61,69
645,58,84,80,80,93,45,27,75,82,1
646,81,43,59,96,74,80,92,31,50,14
647,13,45,94,74,41,62,96,63,84,84
648,28,6,82,71,71,78,62,19,91,20
649,63,23,55,1,2,5,41,78,95,63
650,84,50,87,20,36,75,85,62,97,38
651,98,89,37,50,4,44,73,88,82,2
652,63,35,57,86,86,32,60,56,9,48
653,20,10,24,50,30,87,30,27,54,44
654,86,51,98,47,92,47,2,2,76,5
655,82,94,32,8,27,89,31,36,73,1
656,36,30,53,34,54,71,69,49,9,78
657,70,47,68,60,99,63,72,27,92,20
658,59,8,91,32,55,2,79,40,100,78
659,36,50,21,65,14,9,29,36,18,20
660,30,26,66,29,78,14,36,49,55,59
661,42,72,73,32,45,35,74,18,22,48
662,34,29,33,1,73,60,78,20,22,72
663,56,31,0,18,91,59,71,46,89,19
664,62,37,1,97,38,14,30,6,7,55
665,96,4,45,14,59,1,6,74,68,27
666,2,34,21,85,5,68,55,30,51,15
667,10,86,88,35,90,46,25,59,88,78
668,91,54,24,96,12,74,89,92,99,8
669,28,84,44,43,65,42,96,88,28,54
670,4,6,98,80,80,90,19,6,29,89
671,9,20,22,81,44,82,88,27,89,40
672,56,18,39,6,8,44,7,62,52,23
673,56,4,40,64,60,89,100,87,88,80
674,33,52,5,84,21,33,76,23,6,50
675,58,41,86,20,58,32,49,42,60,14
676,9,31,77,92,56,18,47,64,62,37
677,50,59,1,51,59,11,88,81,92,42
678,59,84,88,60,11,36,24,17,21,34
679,3,41,94,23,87,45,55,27,28,89
680,82,59,1,12,43,49,96,93,23,45
681,36,97,76,56,65,92,52,89,18,18
682,78,83,30,28,54,1,54,18,24,82
683,1,89,43,73,55,79,40,39,98,54
684,66,62,57,70,5,59,20,25,26,95
685,20,44,18,30,56,75,65,31,14,33
686,21,49,85,44,4,73,25,65,66,89
687,35,3,34,43,85,37,65,34,9,34
688,67,57,47,17,71,63,49,63,67,86
689,74,8,50,81,88,18,73,21,45,51
690,57,5,53,96,24,77,61,34,23,99
691,65,91,76,3,27,75,71,38,50,96
692,90,85,52,20,41,87,50,14,74,5
693,62,55,53,91,94,68,51,11,29,26
694,43,48,43,27,40,62,62,64,81,26
695,61,82,78,62,41,36,41,63,14,20
696,66,63,84,72,54,64,66,80,43,45
697,79,11,7,4,81,70,10,75,91,15
698,21,65,48,66,55,70,2,63,74,44
699,11,27,25,39,77,24,45,23,75,46
700,62,92,61,20,95,4,93,4,18,86
701,99,6,53,54,3,49,30,84,96,79
702,76,97,85,91,3,35,48,79,1,32
703,88,41,79,99,88,67,49,83,84,41
704,3,94,94,41,60,96,58,9,66,5
705,13,73,90,67,67,65,68,8,76,83
706,78,61,45,31,48,58,76,86,53,49
707,73,18,37,80,71,32,57,88,60,16
708,27,25,88,55,47,49,30,7,60,67
709,71,40,15,98,74,14,15,40,12,52
710,5,39,48,28,87,12,69,22,4,61
711,58,99,3,17,33,9,83,6,50,55
712,50,97,18,54,38,72,5,10,38,5
713,70,91,89,73,46,27,100,98,100,26
714,80,57,9,27,32,77,53,14,94,27
715,13,16,2,57,97,11,21,0,81,32
716,40,7,7,82,54,65,9,60,45,95
717,42,74,57,50,82,27,90,87,23,54
718,47,91,15,32,57,15,48,27,53,76
719,44,11,32,16,67,47,50,53,35,91
720,86,38,98,53,7,1,44,100,99,88
721,23,83,46,5,65,77,51,74,94,7
722,42,69,19,71,92,5,27,12,5,59
723,84,70,13,18,24,67,84,47,95,34
724,90,83,82,72,39,2,8,80,17,91
725,98,21,29,58,81,89,56,71,30,34
726,24,58,57,87,20,28,75,67,82,82
727,65,86,36,17,73,70,60,71,21,44
728,75,34,67,10,9,78,95,10,82,94
729,3,57,29,100,97,43,5,41,17,58
730,21,87,32,48,47,69,8,2,45,87
731,54,77,55,21,17,40,65,82,10,14
732,96,93,4,8,54,67,16,30,18,23
733,31,65,56,28,14,63,28,11,77,23
734,99,37,11,98,58,67,12,67,30,35
735,67,46,29,5,3,44,6,21,67,70
736,18,58,14,53,59,54,39,73,69,25
737,54,24,77,80,75,65,62,65,89,29
738,17,77,26,40,20,56,9,75,86,70
739,74,0,76,34,64,2,70,94,92,42
740,73,36,56,7,50,4,35,36,22,33
741,76,62,97,97,13,63,18,72,66,36
742,34,84,25,36,32,20,20,64,85,28
743,14,65,89,36,54,61,90,77,90,62
744,55,46,53,66,40,95,52,56,22,29
745,63,8,8,33,53,100,70,12,33,32
746,25,2,19,59,2,84,59,60,12,15
747,65,83,84,53,94,81,85,84,12,47
748,82,38,38,98,36,48,95,22,91,97
749,38,81,97,56,36,46,35,19,36,14
750,79,57,92,82,61,0,19,21,47,19
751,53,65,17,37,7,89,33,39,11,97
752,25,93,22,97,96,59,70,78,45,100
753,88,53,77,26,35,5,100,15,50,97
754,38,88,75,18,75,25,71,41,96,54
755,79,95,93,71,75,71,21,83,98,43
756,31,89,12,73,53,59,19,26,35,7
757,22,89,73,7,63,90,49,73,86,26
758,73,43,43,32,91,99,46,55,14,24
759,7,79,71,17,99,45,59,0,16,73
760,42,52,22,35,52,28,82,92,77,100
761,23,55,51,15,95,60,53,50,15,68
762,33,83,48,13,86,51,21,65,77,13
763,45,69,91,50,10,52,71,94,44,97
764,61,31,81,9,100,36,85,49,45,33
765,53,99,32,27,68,83,86,82,81,31
766,46,71,8,99,97,84,33,93,10,15
767,19,2,60,79,79,79,85,70,36,40
768,27,38,64,83,33,20,14,64,68,89
769,26,35,62,31,75,74,67,13,81,20
770,60,65,33,41,24,28,29,36,50,24
771,58,1,62,49,68,10,59,82,66,25
772,44,26,88,74,79,20,18,25,39,79
773,54,37,36,52,32,66,88,40,92,64
774,4,76,81,93,67,41,48,61,54,16
775,34,98,38,18,22,10,96,51,63,61
776,23,72,84,17,74,100,82,80,54,44
777,70,28,34,5,3,27,17,77,16,3
778,25,35,96,99,27,36,88,44,77,83
779,39,21,78,58,2,97,37,93,83,62
780,35,54,35,55,82,88,2,9,18,95
781,82,63,65,16,93,46,6,20,5,0
782,29,42,8,85,28,52,79,8,71,95
783,48,50,18,80,89,27,21,84,92,91
784,27,93,79,75,64,94,52,48,59,72
785,95,58,37,14,53,94,68,2,42,48
786,43,83,95,28,86,37,11,83,28,64
787,49,29,5,68,68,97,75,47,0,33
788,64,89,18,68,43,37,59,75,35,95
789,67,63,24,46,73,93,70,75,42,52
790,41,16,62,97,18,76,52,84,45,86
791,93,57,30,80,33,34,57,45,73,1
792,56,68,87,44,68,48,44,72,19,52
793,16,56,94,82,73,43,73,17,82,54
794,33,50,66,22,47,50,62,38,59,9
795,57,93,72,96,59,68,96,38,63,40
796,36,7,100,62,35,57,16,37,5,37
797,60,86,32,17,47,12,15,28,90,10
798,22,99,59,72,68,79,0,25,60,26
799,27,47,67,91,57,99,90,13,81,94
800,2,80,25,1,39,66,63,37,88,96
801,71,33,56,34,41,54,48,48,39,78
802,53,12,100,36,70,94,23,64,91,49
803,39,18,61,24,34,43,9,82,58,60
804,100,71,93,90,25,44,28,49,68,71
805,46,58,73,48,35,65,65,86,59,19
806,4,0,66,47,100,33,27,70,48,65
807,95,77,50,5,6,85,7,35,79,93
808,48,21,79,67,48,58,85,43,64,82
809,16,91,33,59,13,26,29,14,35,24
810,2,39,90,21,70,6,23,44,74,51
811,66,82,41,43,83,78,43,40,81,28
812,33,43,7,42,24,46,74,28,100,76
813,50,82,26,51,22,3,66,31,34,88
814,39,36,39,43,39,66,78,1,80,15
815,23,25,100,4,67,58,21,9,72,34
816,27,23,50,1,38,5,35,64,28,81
817,33,28,68,46,27,9,66,43,81,33
818,88,89,59,37,41,4,47,57,88,60
819,87,4,99,45,12,81,35,27,63,28
820,46,26,19,20,83,14,71,8,74,23
821,10,39,2,7,10,10,55,35,51,3
822,67,82,47,14,19,34,52,36,71,5
823,46,7,49,99,82,30,44,93,6,22
824,8,4,81,98,21,36,98,35,55,11
825,80,22,52,9,94,69,77,38,54,47
826,15,6,4,59,96,99,19,94,6,41
827,28,40,70,54,45,15,15,93,84,69
828,26,28,45,58,19,93,40,86,8,74
829,41,90,95,32,20,97,98,67,64,71
830,28,51,13,73,31,65,25,0,48,42
831,45,13,89,80,46,53,15,88,33,86
832,65,63,27,4,3,26,74,95,86,89
833,88,46,33,92,31,28,24,59,84,10
834,35,73,88,5,80,75,69,2,27,12
835,7,28,62,8,99,97,98,39,45,10
836,70,51,18,79,73,69,89,74,61,18
837,38,88,23,18,71,19,18,28,8,83
838,24,85,29,41,15,55,97,69,68,67
839,46,44,63,84,96,55,15,57,22,43
840,34,88,92,30,2,43,49,9,64,87
841,54,41,2,33,72,57,21,30,68,36
842,85,8,81,93,91,85,40,88,39,100
843,20,10,68,50,30,22,34,88,64,88
844,34,80,14,33,41,85,54,75,52,21
845,12,94,92,21,86,30,47,47,96,20
846,58,59,34,75,94,71,33,87,18,69
847,76,90,19,60,35,55,9,3,92,55
848,77,77,77,31,33,33,59,0,67,94
849,43,29,15,45,31,13,49,61,44,37
850,43,85,19,91,3,82,15,86,43,66
851,22,46,22,67,20,63,67,64,6,46
852,94,14,28,50,81,9,5,25,51,42
853,7,96,91,70,77,50,12,90,82,15
854,30,67,51,10,43,61,78,53,44,36
855,55,50,99,74,40,2,15,8,17,35
856,76,100,67,37,36,73,12,62,15,85
857,94,68,94,67,78,90,70,5,16,50
858,78,45,37,53,13,80,99,29,93,78
859,42,83,54,14,2,65,22,61,61,36
860,35,81,95,48,76,50,41,27,13,1
861,69,41,68,56,58,91,84,62,62,52
862,26,35,83,100,65,24,92,92,22,16
863,1,14,51,57,66,41,38,5,15,27
864,27,100,69,66,78,98,46,64,74,67
865,69,61,70,29,23,61,36,19,30,99
866,47,94,37,67,22,4,10,73,39,75
867,79,76,97,58,9,43,88,69,76,44
868,1,90,1,26,85,43,18,82,30,51
869,92,33,36,30,8,27,54,93,90,8
870,93,68,4,97,32,86,34,18,25,71
871,23,26,13,38,20,100,97,63,34,64
872,13,81,70,44,74,18,63,25,41,76
873,16,14,81,27,24,98,84,86,0,11
874,59,75,22,97,68,53,43,73,19,54
875,11,62,67,44,100,66,38,92,45,16
876,76,9,44,54,97,87,0,37,65,2
877,48,15,78,57,77,92,69,34,27,66
878,85,13,57,58,10,21,88,22,7,71
879,27,95,50,46,68,46,83,47,27,74
880,2,26,71,36,34,23,11,60,13,91
881,47,27,17,93,20,50,60,19,88,11
882,68,73,45,60,0,10,20,25,7,80
883,70,95,69,38,43,86,38,19,72,87
884,61,86,48,88,92,74,39,90,22,18
885,72,99,19,5,93,81,52,52,57,81
886,100,52,73,26,3,20,79,13,69,54
887,65,71,70,47,25,22,4,12,35,21
888,13,39,45,12,77,49,39,87,32,59
889,14,65,76,77,0,98,10,44,3,43
890,81,49,18,27,57,3,9,73,42,2
891,10,3,94,0,59,47,23,39,49,30
892,76,27,88,33,45,76,26,42,12,94
893,4,0,58,36,91,19,88,56,36,14
894,94,57,26,16,46,42,78,98,31,70
895,61,9,63,22,83,92,49,96,36,9
896,58,88,45,49,39,33,33,98,11,13
897,77,27,59,32,77,59,40,1,57,15
898,42,20,9,38,99,33,9,67,17,38
899,85,13,82,43,88,48,34,94,96,78
900,79,75,1,0,28,65,18,3,36,64
901,82,60,12,60,97,84,91,17,75,75
902,41,91,77,16,86,96,61,94,84,11
903,86,21,98,40,95,71,90,33,8,67
904,81,84,55,51,29,3,68,13,100,95
905,53,6,80,17,6,6,23,29,35,80
906,50,99,78,44,25,54,8,0,35,6
907,30,24,87,79,34,8,9,55,71,37
908,5,99,0,36,51,37,100,12,73,92
909,69,31,94,72,26,41,38,84,77,82
910,24,70,93,11,54,26,81,0,86,5
911,9,78,4,48,21,56,84,1,77,60
912,32,72,80,83,66,72,69,26,26,45
913,85,73,19,13,39,29,49,7,90,44
914,68,34,77,11,50,19,92,53,99,9
915,67,72,55,22,65,35,91,87,88,7
916,34,29,89,21,76,9,94,92,70,2
917,59,30,66,47,52,42,17,55,34,50
918,77,0,37,53,72,17,43,24,61,42
919,82,97,93,75,82,24,54,80,73,48
920,63,65,73,16,1,50,62,6,55,55
921,12,44,57,13,0,18,35,30,35,48
922,65,59,23,26,9,91,16,13,14,52
923,98,52,23,8,30,52,62,29,64,5
924,99,71,24,44,81,58,97,2,19,35
925,37,37,17,97,57,8,76,46,29,69
926,78,32,24,97,58,35,34,5,98,42
927,91,47,1,22,52,14,48,11,45,2
928,80,7,2,26,87,75,12,52,94,78
929,54,5,74,30,88,45,33,20,17,21
930,9,80,27,20,76,62,79,74,99,29
931,41,32,69,28,39,32,18,96,88,46
932,58,32,10,84,74,32,87,50,79,65
933,62,51,6,100,94,88,83,93,42,0
934,62,46,99,29,8,12,28,1,3,99
935,36,38,7,69,91,55,1,87,8,96
936,78,51,45,79,27,93,3,69,42,99
937,64,67,96,67,80,93,55,0,38,66
938,16,67,50,99,68,36,91,38,63,75
939,55,96,36,40,89,60,33,35,64,55
940,76,33,49,47,74,70,69,3,2,26
941,43,94,21,28,34,29,76,95,42,25
942,54,78,87,52,62,76,7,87,0,63
943,70,51,86,70,2,86,51,45,55,83
944,3,93,57,10,78,98,41,63,89,9
945,81,6,6,1,70,93,13,19,92,96
946,67,41,18,6,63,53,67,99,55,64
947,32,7,100,99,24,91,38,74,100,13
948,55,52,40,94,62,81,67,19,54,91
949,11,31,71,48,85,28,60,10,75,42
950,40,64,5,9,60,36,24,93,67,33
951,60,67,71,23,78,92,38,63,82,92
952,49,71,52,19,73,70,77,10,12,65
953,38,53,60,18,94,4,7,23,59,24
954,53,38,5,87,68,49,60,8,77,80
955,54,7,36,0,100,32,55,83,88,85
956,1,51,77,39,88,85,37,98,41,67
957,7,84,76,55,64,4,33,19,53,58
958,9,57,10,35,31,34,48,64,46,71
959,45,19,65,66,72,50,45,99,8,75
960,11,30,42,31,46,70,78,24,63,88
961,70,61,39,17,80,14,100,52,16,14
962,38,88,100,73,52,4,41,65,52,36
963,53,71,48,76,20,89,29,56,87,75
964,20,65,47,93,89,60,86,76,39,51
965,44,52,20,50,59,100,18,5,96,68
966,36,60,16,65,53,40,61,50,76,40
967,60,38,44,37,5,84,33,74,9,97
968,22,0,97,78,14,20,25,9,29,1
969,6,90,58,10,19,80,23,35,15,71
970,59,86,36,16,37,84,79,90,76,46
971,36,96,32,16,2,94,4,26,82,85
972,47,16,28,82,90,17,65,30,14,82
973,34,68,67,81,98,34,63,33,76,82
974,95,86,75,22,94,50,7,14,12,85
975,57,81,64,7,99,45,2,46,99,28
976,87,87,85,49,80,67,19,60,93,8
977,38,86,48,36,89,34,12,45,91,77
978,86,26,72,40,20,73,84,75,45,40
979,79,6,50,97,96,6,4,27,12,53
980,81,49,84,64,74,16,79,56,5,82
981,78,43,31,37,4,70,24,25,18,58
982,75,55,20,26,7,85,53,96,67,52
983,41,42,96,48,42,27,85,89,24,24
984,76,99,41,4,53,44,24,66,1,31
985,35,25,47,58,50,39,9,15,75,55
986,68,76,13,22,18,32,78,91,95,53
987,65,86,22,16,11,55,51,63,47,43
988,91,58,9,45,34,59,23,41,45,17
989,98,23,58,94,67,14,25,65,1,78
990,86,51,61,42,28,40,82,89,69,94
991,59,1,69,95,26,43,53,33,0,74
992,22,22,21,68,28,60,57,90,85,50
993,25,21,76,83,41,72,57,90,47,46
994,99,38,66,79,77,25,51,56,84,55
995,93,45,70,23,69,51,38,14,66,77
996,76,29,17,46,72,70,29,71,15,62
997,25,33,2,92,2,81,36,73,75,67
998,5,37,0,86,5,0,81,44,24,48
999,74,94,89,60,30,28,19,52,50,35
